field_name,display_label,group,category,category_label,source,data_type,unit,nullable,required,observed_min,observed_max,example_value,null_meaning,description
Urban_Child-Woman_Ratio,Urban_Child-Woman Ratio,indicator,population_demography,Population & Demography,BBS,decimal,index/ratio,no,no,240.2,444.62,320.04,,Urban_Child-Woman Ratio
Urban_Dependeny_Ratio,Urban_Dependeny_Ratio,indicator,population_demography,Population & Demography,BBS,decimal,index/ratio,no,no,33.9,65.45,50.25,,Urban_Dependeny_Ratio
Urban_HH_Remittance_num,Urban_HH_Remittance #,indicator,remittance_migration,Remittance & Migration,BBS,integer,count,no,no,474,141358,4291,,Urban_HH_Remittance #
Urban_Literacy_Rate_5yearplus_Female,Urban_Literacy Rate_5year+_Female,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,65.66,86.92,80.8,,Urban_Literacy Rate_5year+_Female
Urban_Literacy_Rate_5yearplus_Male,Urban_Literacy Rate_5year+_Male,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,70.91,88.39,82.18,,Urban_Literacy Rate_5year+_Male
Urban_Literacy_Rate_5yearplus_Overall,Urban_Literacy Rate_5year+_Overall,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,68.21,87.65,81.48,,Urban_Literacy Rate_5year+_Overall
Urban_Literacy_Rate_7yearplus_Female,Urban_Literacy Rate_7year+_Female,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,65.95,87.53,81.44,,Urban_Literacy Rate_7year+_Female
Urban_Literacy_Rate_7yearplus_Male,Urban_Literacy Rate_7year+_Male,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,71.57,89.14,83.05,,Urban_Literacy Rate_7year+_Male
Urban_Literacy_Rate_7yearplus_Overall,Urban_Literacy Rate_7year+_Overall,indicator,literacy_education,Literacy & Education,BBS,decimal,percent,no,no,68.68,88.33,82.23,,Urban_Literacy Rate_7year+_Overall
Urban_Sex_Ratio,Urban_Sex_Ratio,indicator,population_demography,Population & Demography,BBS,decimal,index/ratio,no,no,91.64,118.5,98.22,,Urban_Sex_Ratio
Visual_Disability,Visual Disability,indicator,disability,Disability,BBS,integer,count,no,no,1148,13196,3018,,Visual Disability
WASH,WASH,indicator,population_demography,Population & Demography,BRAC Bangladesh,integer,count,yes,no,2331,125069,115476,blank = value not collected / not available for this geo unit,WASH
Weighted_avg_composite_score_vulnerability,Weighted_avg_composite_score (vulnerability),indicator,poverty_vulnerability,Poverty & Vulnerability,BBS,decimal,index/ratio,no,no,1.61,11.76,3.16,,Weighted_avg_composite_score (vulnerability)
Well_pct,Well_%,indicator,wash,WASH (Water & Sanitation),BBS,decimal,percent,yes,no,0.01,22.09,0.03,blank = value not collected / not available for this geo unit,Well_%
Wood-coal_Charcoal_Dried_Dung_pct,Wood-coal/ Charcoal/ Dried Dung_%,indicator,energy_fuel,Energy & Fuel,BBS,decimal,percent,no,no,0.88,18.67,8.15,,Wood-coal/ Charcoal/ Dried Dung_%
Wood_Chalk_Chopped_Wood_pct,Wood/ Chalk/ Chopped Wood_%,indicator,energy_fuel,Energy & Fuel,BBS,decimal,percent,no,no,10.01,89.68,82.91,,Wood/ Chalk/ Chopped Wood_%
Wood_Bamboo_Bichali_Golpata_Palm_Leaf_Polythene_Mat_Straw_Chhan_roof_pct,Wood/Bamboo/Bichali/Golpata Palm Leaf/Polythene  Mat/Straw/Chhan/_roof_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,0.19,15.01,3.78,,Wood/Bamboo/Bichali/Golpata Palm Leaf/Polythene  Mat/Straw/Chhan/_roof_%
Wood_Bamboo_Mat_Palm_Tree_Betal_Nut_Trunk_Wall_pct,Wood/Bamboo/Mat/Palm Tree/Betal Nut Trunk_Wall_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,0.19,51.52,18.56,,Wood/Bamboo/Mat/Palm Tree/Betal Nut Trunk_Wall_%
Wood_Bamboo_Mat_Palm_Tree_Betel_Nut_Trunk_floor_pct,Wood/Bamboo/Mat/Palm Tree/Betel Nut Trunk_floor_%,indicator,housing_quality,Housing Quality,BBS,decimal,percent,no,no,0.04,33.13,1.13,,Wood/Bamboo/Mat/Palm Tree/Betel Nut Trunk_floor_%
urban_Toilet_Not-Toilet_Shared_pct,urban_Toilet_Not-Toilet_Shared_%,indicator,wash,WASH (Water & Sanitation),BBS,decimal,percent,no,no,49,90.87,84.48,,urban_Toilet_Not-Toilet_Shared_%
urban_Toilet_Shared_pct,urban_Toilet_Shared_%,indicator,wash,WASH (Water & Sanitation),BBS,decimal,percent,no,no,9.13,51,15.52,,urban_Toilet_Shared_%
